Datetime,Close,High,Low,Open,Volume,TypicalPrice,CumVolume,CumPV,VWAP,Returns,Volatility,Regime
2025-10-14 13:44:00+00:00,245.05079650878906,245.139404296875,244.77029418945312,244.9499969482422,104439,244.98683166503906,3205847,788822008.5046743,246.057284862526,0.0006157722174890967,,
2025-10-14 13:45:00+00:00,245.5,245.57000732421875,244.97999572753906,245.0500030517578,0,245.3500010172526,3205847,788822008.5046743,246.057284862526,0.0018331035753023084,,
2025-10-14 13:46:00+00:00,245.15969848632812,245.52000427246094,245.10000610351562,245.5,1022439,245.25990295410156,4228286,1039585298.421163,245.86447047838368,-0.0013861568785005218,,
2025-10-14 13:47:00+00:00,245.14999389648438,245.3699951171875,244.7899932861328,245.0814971923828,76618,245.10332743326822,4304904,1058364625.1624451,245.8509237749425,-3.958476822929491e-05,,
2025-10-14 13:48:00+00:00,245.24000549316406,245.3800048828125,245.0399932861328,245.15199279785156,85898,245.22000122070312,4390802,1079428532.827301,245.83858093061383,0.00036716948366599667,,
2025-10-14 13:49:00+00:00,245.19000244140625,245.41700744628906,245.16000366210938,245.25180053710938,89822,245.25567118326822,4480624,1101457887.7243245,245.8268954780237,-0.0002038943509941049,,
2025-10-14 13:50:00+00:00,245.10000610351562,245.3800048828125,245.07090759277344,245.17999267578125,88209,245.1836395263672,4568833,1123085291.3833058,245.81447634074297,-0.0003670473387761275,,
2025-10-14 13:51:00+00:00,245.1649932861328,245.25,245.0,245.11000061035156,71103,245.1383310953776,4639936,1140515362.1391804,245.8041150005475,0.00026514557731083244,,
2025-10-14 13:52:00+00:00,245.35000610351562,245.35000610351562,245.11000061035156,245.14999389648438,87137,245.27000427246094,4727073,1161887454.5014699,245.7942694139629,0.0007546461462664134,,
2025-10-14 13:53:00+00:00,245.68499755859375,245.6999969482422,245.27000427246094,245.327392578125,108192,245.55166625976562,4835265,1188454180.3774464,245.78884102059482,0.001365361511084684,,
2025-10-14 13:54:00+00:00,245.36000061035156,245.83999633789062,245.34500122070312,245.69239807128906,76643,245.51499938964844,4911908,1207271186.4756672,245.78456813027998,-0.0013228196734507147,,
2025-10-14 13:55:00+00:00,245.74000549316406,245.7899932861328,245.38499450683594,245.38499450683594,94395,245.6383310953776,5006303,1230458216.7394154,245.78181079719215,0.001548764598415353,,
2025-10-14 13:56:00+00:00,246.0950927734375,246.13999938964844,245.72000122070312,245.7899932861328,97464,245.9850311279297,5103767,1254432901.813268,245.78569159079322,0.0014449714020345894,,
2025-10-14 13:57:00+00:00,245.89999389648438,246.1898956298828,245.89999389648438,246.1199951171875,68303,245.9966278076172,5172070,1271235209.4824116,245.78847724072017,-0.0007927784124194259,,
2025-10-14 13:58:00+00:00,246.1999969482422,246.27000427246094,245.7803955078125,245.89500427246094,104352,246.08346557617188,5276422,1296914511.2822163,245.79431123632952,0.001220020574234315,,
2025-10-14 13:59:00+00:00,246.24000549316406,246.33450317382812,246.11000061035156,246.22000122070312,81120,246.2281697591146,5357542,1316888540.4130757,245.800880406178,0.00016250424621366832,,
2025-10-14 14:00:00+00:00,245.94000244140625,246.2698974609375,245.86749267578125,246.24000549316406,112794,246.02579752604166,5470336,1344638774.219228,245.80551801922735,-0.001218335952994254,0.0012698064237864916,High
2025-10-14 14:01:00+00:00,246.08999633789062,246.3249969482422,245.9405975341797,245.9499969482422,87003,246.1185302734375,5557339,1366051824.708608,245.81041838703882,0.0006098800316964859,0.0010290719865281611,High
2025-10-14 14:02:00+00:00,246.32000732421875,246.3300018310547,246.0500030517578,246.06430053710938,90927,246.23333740234375,5648266,1388441083.3785908,245.81722662824146,0.0009346620738386324,0.0010450044684954755,High
2025-10-14 14:03:00+00:00,246.27999877929688,246.33999633789062,246.1699981689453,246.32000732421875,52575,246.2633310953776,5700841,1401388378.0109303,245.82134074795812,-0.00016242507198860334,0.001040089555053,High
2025-10-14 14:04:00+00:00,246.47000122070312,246.52000427246094,246.22999572753906,246.25509643554688,66592,246.40666707356772,5767433,1417797090.7846932,245.82809904938526,0.0007714895336528027,0.0010478808442898654,High
2025-10-14 14:05:00+00:00,246.2449951171875,246.5850067138672,246.19000244140625,246.50999450683594,94931,246.34000142415366,5862364,1441182393.4598897,245.83638843645494,-0.0009129147661022241,0.0010552610449887213,High
2025-10-14 14:06:00+00:00,246.67449951171875,246.69000244140625,246.1903076171875,246.25999450683594,119705,246.51826985677084,5982069,1470691862.9530945,245.85003331674952,0.0017442157324938368,0.0010959150870192668,High
2025-10-14 14:07:00+00:00,246.7100067138672,246.7899932861328,246.63999938964844,246.64999389648438,81400,246.7133331298828,6063469,1490774328.269867,245.86162282183136,0.00014394354592273118,0.0010911700225962277,High
2025-10-14 14:08:00+00:00,246.57000732421875,246.77499389648438,246.4700927734375,246.72999572753906,85246,246.60503133138022,6148715,1511796420.7707417,245.87192946343126,-0.0005674653878584568,0.0010808607906427898,High
2025-10-14 14:09:00+00:00,246.42999267578125,246.58700561523438,246.41000366210938,246.58700561523438,79165,246.47566731770834,6227880,1531308666.973948,245.87960380963474,-0.0005678494718678317,0.0010642894422987453,High
2025-10-14 14:10:00+00:00,246.50999450683594,246.5800018310547,246.41000366210938,246.4499969482422,71507,246.5,6299387,1548935142.473948,245.8866461885812,0.0003246432391852405,0.0010624728145145006,High
2025-10-14 14:11:00+00:00,246.03500366210938,246.60000610351562,246.0200958251953,246.5,88377,246.21836853027344,6387764,1570695183.229548,245.89123568584375,-0.0019268624206366658,0.0010931433612010825,High
2025-10-14 14:12:00+00:00,246.0500030517578,246.2100067138672,245.9626007080078,246.02999877929688,78045,246.07420349121094,6465809,1589900044.4410195,245.89344418324444,6.0964453940215435e-05,0.001066472619243931,High
2025-10-14 14:13:00+00:00,246.22500610351562,246.3300018310547,246.0399932861328,246.0399932861328,60044,246.19833374023438,6525853,1604682777.1921182,245.89624945461048,0.0007112499475199208,0.0009843917202823544,High
2025-10-14 14:14:00+00:00,246.41000366210938,246.5,246.21690368652344,246.21690368652344,65545,246.3756357828776,6591398,1620831468.239507,245.90101648231635,0.0007513353802739431,0.0009867677131545748,High
2025-10-14 14:15:00+00:00,246.33999633789062,246.5749969482422,246.30999755859375,246.40499877929688,55570,246.40833028157553,6646968,1634524379.153254,245.90525772852436,-0.00028410909938036966,0.000939395070011977,High
2025-10-14 14:16:00+00:00,246.91000366210938,246.91969299316406,246.35000610351562,246.35000610351562,95554,246.72656758626303,6742522,1658100089.5923917,245.9168972073642,0.0023139048984839317,0.0009777179663916834,High
2025-10-14 14:17:00+00:00,246.86500549316406,247.0800018310547,246.8000030517578,246.89999389648438,112234,246.91500345865884,6854756,1685812348.090571,245.93323935827488,-0.00018224522408127886,0.0009794581176167166,High
2025-10-14 14:18:00+00:00,246.72500610351562,246.92999267578125,246.72500610351562,246.83009338378906,65515,246.7933349609375,6920271,1701981013.4305367,245.94138198208375,-0.00056710909417379,0.0009898387853498594,High
2025-10-14 14:19:00+00:00,246.66000366210938,246.7100067138672,246.55999755859375,246.64999389648438,48589,246.6433359781901,6968860,1713965166.482381,245.9462762176857,-0.0002634610995975173,0.0009907398309854398,High
2025-10-14 14:20:00+00:00,246.86000061035156,246.9499969482422,246.64999389648438,246.69000244140625,68876,246.81999715169272,7037736,1730965140.6062012,245.95482703616634,0.0008108203408452308,0.0009908428360894952,High
2025-10-14 14:21:00+00:00,246.86500549316406,246.9600067138672,246.77999877929688,246.85499572753906,119888,246.86833699544272,7157624,1760561691.791911,245.9701280469484,2.0274174836520942e-05,0.0009916283598873183,High
2025-10-14 14:22:00+00:00,246.77999877929688,246.8800048828125,246.7200927734375,246.83999633789062,50640,246.79336547851562,7208264,1773059307.819743,245.9759115120843,-0.00034434493336699123,0.0009919101799656714,High
2025-10-14 14:23:00+00:00,246.89999389648438,246.97000122070312,246.75,246.82000732421875,52514,246.87333170572916,7260778,1786023613.9609375,245.98240215593117,0.0004862432846302056,0.0009688353018769385,High
2025-10-14 14:24:00+00:00,247.07000732421875,247.10000610351562,246.89500427246094,246.89500427246094,59089,247.02167256673178,7319867,1800619877.571233,245.99079157739246,0.0006885922719206405,0.0009311964041664825,High
2025-10-14 14:25:00+00:00,247.05999755859375,247.22999572753906,247.0500030517578,247.08999633789062,81710,247.11333211263022,7401577,1820811507.9381561,246.00318390772077,-4.051388403392142e-05,0.0008983265331447959,High
2025-10-14 14:26:00+00:00,247.02999877929688,247.14999389648438,246.9600067138672,247.05999755859375,90501,247.04666646321616,7492078,1843169478.2997437,246.01578871706135,-0.00012142305348217253,0.0008671880282260472,High
2025-10-14 14:27:00+00:00,246.97000122070312,247.13999938964844,246.8699951171875,247.02000427246094,112726,246.9933319091797,7604804,1871012048.6325378,246.0302788385523,-0.00024287559766111855,0.000852773025242369,High
2025-10-14 14:28:00+00:00,246.875,247.08999633789062,246.77000427246094,246.97000122070312,68773,246.9116668701172,7673577,1887992904.6981964,246.03817811409158,-0.0003846670455259771,0.0008331241055009025,High
2025-10-14 14:29:00+00:00,247.02000427246094,247.10980224609375,246.8300018310547,246.875,53782,246.98660278320312,7727359,1901276338.1690826,246.0447790984064,0.0005873590783227467,0.0008379677177108703,High
2025-10-14 14:30:00+00:00,247.00999450683594,247.11500549316406,246.97000122070312,247.0,49605,247.03166707356772,7776964,1913530344.014267,246.05107391705388,-4.052208506144517e-05,0.0008005476575867428,High
2025-10-14 14:31:00+00:00,247.14999389648438,247.22999572753906,247.0500030517578,247.0500030517578,78201,247.1433308919271,7855165,1932857199.6333466,246.06194772908609,0.0005667762145735722,0.0007997228416316162,High
2025-10-14 14:32:00+00:00,247.30999755859375,247.38999938964844,247.15499877929688,247.15499877929688,137852,247.28499857584634,7993017,1966945931.257024,246.08304114166452,0.0006473949668652779,0.000791602814946744,High
2025-10-14 14:33:00+00:00,247.3000030517578,247.44000244140625,247.22000122070312,247.30299377441406,90267,247.32000223795572,8083284,1989270765.8990376,246.09685443429152,-4.0412870222050756e-05,0.0007903396884037786,High
2025-10-14 14:34:00+00:00,247.30999755859375,247.36000061035156,247.1999969482422,247.32000732421875,51397,247.28999837239584,8134681,2001980729.9453835,246.104393023572,4.041450348801767e-05,0.0007813556875422865,High
2025-10-14 14:35:00+00:00,247.310302734375,247.49000549316406,247.3000030517578,247.3300018310547,56892,247.36677042643228,8191573,2016053920.2484841,246.11316046972715,1.2339807702321792e-06,0.0007573961300621877,High
2025-10-14 14:36:00+00:00,247.31500244140625,247.4499969482422,247.2100067138672,247.35000610351562,80641,247.32500203450522,8272214,2035998455.7375486,246.12497400787123,1.900328041037902e-05,0.0006946140833024469,High
2025-10-14 14:37:00+00:00,247.32000732421875,247.3699951171875,247.22000122070312,247.3300018310547,57305,247.30333455403647,8329519,2050170173.3241677,246.13308083265886,2.0236875090784423e-05,0.0006946295860458135,High
2025-10-14 14:38:00+00:00,247.1804962158203,247.5,247.16009521484375,247.3249969482422,67211,247.2801971435547,8396730,2066790122.6543832,246.14226283974634,-0.0005640914777086392,0.0006945209807916496,High
2025-10-14 14:39:00+00:00,247.06500244140625,247.22000122070312,247.0500030517578,247.2050018310547,42369,247.1116689046224,8439099,2077259996.9542031,246.1471298007291,-0.0004672446903465355,0.0006915080107275949,High
2025-10-14 14:40:00+00:00,247.1699981689453,247.22000122070312,246.95010375976562,247.06500244140625,57538,247.11336771647134,8496637,2091478405.9058735,246.1536730245006,0.00042497207820435534,0.000692942966967723,High
2025-10-14 14:41:00+00:00,247.22999572753906,247.35159301757812,247.1699981689453,247.18499755859375,36850,247.25052897135416,8533487,2100589587.898468,246.15840955736712,0.00024273803065999466,0.0005791307894755703,Medium
2025-10-14 14:42:00+00:00,247.27999877929688,247.39999389648438,247.22999572753906,247.22999572753906,35235,247.30332946777344,8568722,2109303320.712265,246.1631175235076,0.0002022531756742385,0.000578857910358169,Medium
2025-10-14 14:43:00+00:00,247.1699981689453,247.27000427246094,247.1320037841797,247.24000549316406,35285,247.19066874186197,8604007,2118025443.4588215,246.16733150714796,-0.0004448423281081526,0.0005798158217652151,Medium
2025-10-14 14:44:00+00:00,247.18499755859375,247.27000427246094,247.14500427246094,247.18499755859375,32012,247.20000203450522,8636019,2125938809.9239502,246.17115941082926,6.0684507664943155e-05,0.0005677934060980833,Medium
2025-10-14 14:45:00+00:00,247.3802947998047,247.39999389648438,247.1699981689453,247.18499755859375,38062,247.31676228841147,8674081,2135352180.5301716,246.17618633376512,0.000790085333413737,0.0005762279053277094,Medium
2025-10-14 14:46:00+00:00,247.427001953125,247.44000244140625,247.32000732421875,247.39999389648438,35975,247.39567057291666,8710056,2144252239.7790322,246.18122314931526,0.00018880708893198594,0.0004050470040381748,Low
2025-10-14 14:47:00+00:00,247.25,247.44000244140625,247.25,247.42999267578125,60063,247.3133341471354,8770119,2159106620.5679116,246.18897651992083,-0.0007153703990582239,0.0004275562352376895,Low
2025-10-14 14:48:00+00:00,247.41119384765625,247.4499969482422,247.25999450683594,247.27999877929688,84861,247.37372843424478,8854980,2180099002.53657,246.20033049612422,0.0006519468054853039,0.00042460314465203624,Low
2025-10-14 14:49:00+00:00,247.57000732421875,247.5749969482422,247.32000732421875,247.44000244140625,68248,247.48833719889322,8923228,2196989586.57372,246.2101816263935,0.000641900934604811,0.00043055103755719725,Low
2025-10-14 14:50:00+00:00,247.5449981689453,247.6999969482422,247.51499938964844,247.5800018310547,75248,247.58666483561197,8998476,2215619987.9292703,246.22169219868678,-0.00010101851813049123,0.00041209917870822115,Low
2025-10-14 14:51:00+00:00,247.48500061035156,247.5950927734375,247.45350646972656,247.52999877929688,43760,247.51119995117188,9042236,2226451078.0391335,246.22793278555588,-0.00024237031262008824,0.0004164523286089266,Low
2025-10-14 14:52:00+00:00,247.13999938964844,247.5,247.09030151367188,247.47999572753906,94226,247.2434336344401,9136462,2249747837.8167725,246.23840583113818,-0.001394028809230008,0.0004910675204064948,Low
2025-10-14 14:53:00+00:00,247.27000427246094,247.27000427246094,247.10009765625,247.1739959716797,45780,247.21336873372397,9182242,2261065265.8374023,246.24326671388124,0.0005260374003948076,0.0004923422333407581,Low
2025-10-14 14:54:00+00:00,247.31500244140625,247.39999389648438,247.2602996826172,247.27999877929688,50851,247.3250986735026,9233093,2273641994.4300485,246.24922487297036,0.00018197989310397844,0.00047816908037331794,Low
2025-10-14 14:55:00+00:00,247.17999267578125,247.30999755859375,247.16009521484375,247.29010009765625,58218,247.2166951497396,9291311,2288034455.988276,246.25528690066193,-0.0005459020451336061,0.0004896192571483584,Low
2025-10-14 14:56:00+00:00,247.2899932861328,247.36000061035156,247.1649932861328,247.19000244140625,54095,247.27166239420572,9345406,2301410616.5654907,246.2611700942143,0.00044502230605636406,0.0004950172846086883,Low
2025-10-14 14:57:00+00:00,247.10000610351562,247.2895050048828,247.02999877929688,247.27000427246094,75203,247.13983662923178,9420609,2319996273.6995187,246.26818432858414,-0.0007682768723979994,0.0005141196440154118,Medium
2025-10-14 14:58:00+00:00,247.25,247.25,247.0,247.10000610351562,36775,247.16666666666666,9457384,2329085827.866185,246.27167807357566,0.0006070169679459614,0.0005192144205139573,Medium
2025-10-14 14:59:00+00:00,247.25999450683594,247.30999755859375,247.17149353027344,247.25,53385,247.24716186523438,9510769,2342285117.6023607,246.27715357216232,4.0422676788498535e-05,0.0005092281079877734,Medium
2025-10-14 15:00:00+00:00,247.38499450683594,247.4499053955078,247.25999450683594,247.25999450683594,58044,247.3649648030599,9568813,2356643169.6193895,246.28375218738097,0.000505540737592014,0.0005162392563657816,Medium
2025-10-14 15:01:00+00:00,247.3800048828125,247.4199981689453,247.36000061035156,247.38999938964844,39270,247.38666788736978,9608083,2366358044.0673265,246.28826000642653,-2.016946918459439e-05,0.0005070464474182969,Medium
2025-10-14 15:02:00+00:00,247.32000732421875,247.3800048828125,247.27000427246094,247.3800048828125,36930,247.3233388264974,9645013,2375491694.970189,246.29222324222778,-0.00024253196462731275,0.0004956535233469139,Low
2025-10-14 15:03:00+00:00,247.31500244140625,247.44000244140625,247.27999877929688,247.3000030517578,33408,247.34500122070312,9678421,2383754996.7709703,246.29585722412472,-2.0236465568035378e-05,0.0004956084227463406,Low
2025-10-14 15:04:00+00:00,247.4499969482422,247.4499969482422,247.25999450683594,247.3000030517578,38751,247.38666280110678,9717172,2393341477.341176,246.3002072353125,0.000545840347343729,0.0005054473286993686,Medium
2025-10-14 15:05:00+00:00,247.61500549316406,247.74989318847656,247.4376983642578,247.44000244140625,81909,247.60086568196616,9799081,2413622216.64832,246.31107923776935,0.0006668359141519531,0.0005190660474050966,Medium
2025-10-14 15:06:00+00:00,247.4199981689453,247.6179962158203,247.39999389648438,247.60000610351562,53218,247.47932942708334,9852299,2426792571.601771,246.31738963685237,-0.0007875424343947168,0.0005406909352449703,Medium
2025-10-14 15:07:00+00:00,247.38999938964844,247.49000549316406,247.3125,247.43499755859375,60239,247.39750162760416,9912538,2441695549.7023163,246.32395353261862,-0.00012124638072463778,0.0005412540160416715,Medium
2025-10-14 15:08:00+00:00,247.19000244140625,247.39999389648438,247.15499877929688,247.38999938964844,41700,247.24833170572916,9954238,2452005805.134445,246.32782591037557,-0.0008084277809757845,0.0005519172252553395,Medium
2025-10-14 15:09:00+00:00,246.97000122070312,247.19000244140625,246.97000122070312,247.16000366210938,52535,247.0433349609375,10006773,2464984226.736618,246.33158229297476,-0.0008900085704528493,0.0005694163531744821,Medium
2025-10-14 15:10:00+00:00,247.0,247.05499267578125,246.97470092773438,247.0,32500,247.00989786783853,10039273,2473012048.4173226,246.3337781946285,0.00012146730027362551,0.0005640436068603856,Medium
2025-10-14 15:11:00+00:00,246.9250030517578,247.04119873046875,246.89999389648438,247.02000427246094,33809,246.9553985595703,10073082,2481361363.487223,246.33586458317555,-0.0003036313694015913,0.0005639955305717894,Medium
2025-10-14 15:12:00+00:00,246.84500122070312,247.0,246.73500061035156,246.9199981689453,66343,246.86000061035156,10139425,2497738796.5077157,246.3392940435691,-0.00032399242711733667,0.0005643527752587188,Medium
2025-10-14 15:13:00+00:00,246.63999938964844,246.91799926757812,246.63999938964844,246.83999633789062,59896,246.732666015625,10199321,2512517096.2713876,246.34160413927432,-0.000830488079729852,0.0005776900928780758,Medium
2025-10-14 15:14:00+00:00,246.6999969482422,246.72999572753906,246.63499450683594,246.67999267578125,47175,246.6883290608724,10246496,2524154618.194834,246.3432004652941,0.00024325964459226412,0.0005800861557806657,Medium
2025-10-14 15:15:00+00:00,246.64500427246094,246.6999969482422,246.56500244140625,246.6999969482422,67400,246.63666788736978,10313896,2540777929.610443,246.34511823761292,-0.00022291315955225155,0.0005576256777780263,Medium
2025-10-14 15:16:00+00:00,246.5749969482422,246.6439971923828,246.5,246.6439971923828,42874,246.572998046875,10356770,2551349500.328705,246.34606159340265,-0.0002838384033978514,0.0005558859318701453,Medium
2025-10-14 15:17:00+00:00,246.55999755859375,246.69000244140625,246.5399932861328,246.55999755859375,48049,246.59666442871094,10404819,2563198223.45784,246.347218866358,-6.083094325892713e-05,0.0005442249966255402,Medium
2025-10-14 15:18:00+00:00,246.59500122070312,246.6199951171875,246.4600067138672,246.57000732421875,70483,246.55833435058594,10475302,2580576394.5378723,246.3486393554928,0.0001419681313108434,0.0005278725467260704,Medium
2025-10-14 15:19:00+00:00,246.41000366210938,246.60000610351562,246.25999450683594,246.60000610351562,98254,246.42333475748697,10573556,2604788472.8711343,246.3493334570824,-0.0007502080645510611,0.0005206339227898578,Medium
2025-10-14 15:20:00+00:00,246.47999572753906,246.5489959716797,246.3249969482422,246.38499450683594,94339,246.45132954915366,10667895,2628038444.849472,246.35023543533865,0.0002840471749907536,0.0005267572169123631,Medium
2025-10-14 15:21:00+00:00,246.44000244140625,246.5050048828125,246.39999389648438,246.47500610351562,35336,246.44833374023438,10703231,2636746943.170517,246.35055930031942,-0.00016225773623035344,0.0005264420640800644,Medium
2025-10-14 15:22:00+00:00,246.5,246.56739807128906,246.4250030517578,246.4600067138672,40526,246.49746704101562,10743757,2646736499.519821,246.3511134438187,0.00024345706053963134,0.0004743462334197417,Low
2025-10-14 15:23:00+00:00,246.3800048828125,246.50900268554688,246.33999633789062,246.5,44521,246.40966796875,10788278,2657706904.347458,246.35135508627584,-0.00048679560725151116,0.00046521520599081517,Low
2025-10-14 15:24:00+00:00,246.5449981689453,246.5449981689453,246.32200622558594,246.375,43140,246.47066752115884,10831418,2668339648.9443207,246.35183029076347,0.000669669952362062,0.00048426512017407447,Low
2025-10-14 15:25:00+00:00,246.39999389648438,246.5800018310547,246.39999389648438,246.55999755859375,43290,246.45999654134116,10874708,2679008902.1945953,246.3522608785997,-0.0005881452616677274,0.0004856543049006677,Low
2025-10-14 15:26:00+00:00,246.19000244140625,246.42999267578125,246.1804962158203,246.41000366210938,48350,246.26683044433594,10923058,2690915903.446579,246.35188272794844,-0.0008522380693172238,0.0004926732950644611,Low
2025-10-14 15:27:00+00:00,246.22999572753906,246.27000427246094,246.1468963623047,246.1468963623047,42602,246.21563212076822,10965660,2701405181.806188,246.35135338923405,0.00016244886362648536,0.0004814749882409076,Low
2025-10-14 15:28:00+00:00,246.14999389648438,246.25990295410156,246.1199951171875,246.24000549316406,25183,246.17663065592447,10990843,2707604647.895996,246.35095305209947,-0.00032490692621878203,0.0004628234803605593,Low
2025-10-14 15:29:00+00:00,246.21400451660156,246.22999572753906,246.1199951171875,246.14639282226562,28946,246.18799845377603,11019789,2714730805.6992393,246.35052501452063,0.0002600472139118182,0.0004676271529122168,Low
2025-10-14 15:30:00+00:00,246.35000610351562,246.4199981689453,246.1699981689453,246.22999572753906,49006,246.3133341471354,11068795,2726801636.9524536,246.35036035561717,0.0005523714509296784,0.00046993299600475724,Low
2025-10-14 15:31:00+00:00,246.38999938964844,246.4499969482422,246.33200073242188,246.34739685058594,35564,246.39066569010416,11104359,2735564274.5870566,246.35048944176395,0.00016234335352938167,0.00047270613068264996,Low
2025-10-14 15:32:00+00:00,246.32000732421875,246.4600067138672,246.27029418945312,246.3800048828125,34349,246.35010274251303,11138708,2744026154.266159,246.3504882492798,-0.00028407023662924136,0.00047309703381520185,Low
2025-10-14 15:33:00+00:00,246.42999267578125,246.4499969482422,246.25999450683594,246.3300018310547,36650,246.37999471028647,11175358,2753055981.072291,246.35058501681027,0.00044651408043239194,0.0004845356049850813,Low
2025-10-14 15:34:00+00:00,246.4199981689453,246.49000549316406,246.3300018310547,246.44700622558594,125167,246.41333516438803,11300525,2783898798.994812,246.35128005068898,-4.0557185135736695e-05,0.0004683318055894154,Low
2025-10-14 15:35:00+00:00,246.66810607910156,246.6999969482422,246.38499450683594,246.40499877929688,64430,246.58436584472656,11364955,2799786229.6861877,246.3526014565115,0.0010068497362221152,0.0004920190396129849,Low
2025-10-14 15:36:00+00:00,246.92999267578125,246.97000122070312,246.67999267578125,246.67999267578125,89063,246.85999552408853,11454018,2821772321.46755,246.35654680021892,0.0010616962234903937,0.0005214458939380729,Medium
2025-10-14 15:37:00+00:00,246.99000549316406,247.00999450683594,246.82000732421875,246.92999267578125,114641,246.94000244140625,11568659,2850081770.287435,246.36232862317362,0.00024303575573192404,0.0005243471433112507,Medium
2025-10-14 15:38:00+00:00,246.75,246.98899841308594,246.5800018310547,246.98899841308594,106001,246.77300008138022,11674660,2876239955.0690613,246.36605734719996,-0.0009717214778988126,0.0005332232611552631,Medium
2025-10-14 15:39:00+00:00,246.4199981689453,246.75990295410156,246.28030395507812,246.75,178666,246.48673502604166,11853326,2920278754.069224,246.36787633017298,-0.0013373934389248054,0.000562699943775994,Medium
2025-10-14 15:40:00+00:00,246.4499969482422,246.552001953125,246.3656005859375,246.45899963378906,49929,246.45586649576822,11903255,2932584049.027491,246.36824541081336,0.00012173841214102588,0.0005627031960984097,Medium
2025-10-14 15:41:00+00:00,246.7899932861328,246.7949981689453,246.47999572753906,246.47999572753906,38971,246.6883290608724,11942226,2942197739.8993225,246.36928993801678,0.001379575338205541,0.0006200287124657229,Medium
2025-10-14 15:42:00+00:00,246.82000732421875,246.9008026123047,246.7100067138672,246.78500366210938,62401,246.81027221679688,12004627,2957598947.695923,246.37158219875744,0.00012161772722740771,0.0006177800905927031,Medium
2025-10-14 15:43:00+00:00,246.9499969482422,247.0,246.77000427246094,246.82000732421875,37229,246.90666707356772,12041856,2966791036.0044045,246.37323648484124,0.0005266575648896765,0.0006046611676691706,Medium
2025-10-14 15:44:00+00:00,246.97000122070312,247.1699981689453,246.85000610351562,246.92999267578125,63043,246.99666849772134,12104899,2982362446.976506,246.37648335409543,8.100535617794336e-05,0.0006035239189185114,Medium
2025-10-14 15:45:00+00:00,247.1898956298828,247.1898956298828,246.97999572753906,246.99000549316406,35926,247.11992899576822,12140825,2991240477.545608,246.3786832892829,0.0008903689034813755,0.0006209882814285999,Medium
2025-10-14 15:46:00+00:00,247.10499572753906,247.1300048828125,247.00999450683594,247.1199951171875,29041,247.0816650390625,12169866,2998415976.1800075,246.38036081744923,-0.00034346024592712965,0.000622266246168119,Medium
2025-10-14 15:47:00+00:00,246.97999572753906,247.13999938964844,246.94009399414062,247.11549377441406,34638,247.02002970377603,12204504,3006972255.968887,246.38217628253364,-0.0005058578424607107,0.0006307823368782817,Medium
